date,open,high,low,close,volume,code
2025-06-09,260500.0,263500.0,255000.0,258000.0,451792,005490
2025-06-10,261000.0,266500.0,259000.0,262000.0,454259,005490
2025-06-11,266000.0,271500.0,263000.0,266500.0,261082,005490
2025-06-12,264000.0,268500.0,262500.0,265500.0,424600,005490
2025-06-13,265000.0,265500.0,259000.0,264000.0,418295,005490
2025-06-16,260500.0,261000.0,254000.0,259000.0,262336,005490
2025-06-17,258500.0,262000.0,255000.0,257500.0,248424,005490
2025-06-18,254500.0,259500.0,254000.0,259000.0,225385,005490
2025-06-19,259500.0,263000.0,256500.0,260000.0,271456,005490
2025-06-20,260000.0,265000.0,256500.0,262500.0,495939,005490
2025-06-23,257500.0,258000.0,249500.0,253500.0,371107,005490
2025-06-24,258000.0,263500.0,257000.0,263000.0,305296,005490
2025-06-25,267000.0,271500.0,262500.0,269500.0,383736,005490
2025-06-26,272000.0,272500.0,264000.0,267500.0,241117,005490
2025-06-27,268000.0,269000.0,258500.0,260000.0,264091,005490
2025-06-30,261500.0,267000.0,260000.0,261000.0,207861,005490
2025-07-01,264000.0,284000.0,263000.0,276000.0,651594,005490
2025-07-02,278500.0,289000.0,274000.0,288000.0,588727,005490
2025-07-03,294000.0,318500.0,291000.0,312000.0,1420531,005490
2025-07-04,310000.0,325000.0,307500.0,316500.0,1007067,005490
2025-07-07,320000.0,322000.0,309500.0,313500.0,497135,005490
2025-07-08,306500.0,314000.0,305500.0,311000.0,388969,005490
2025-07-09,314000.0,320000.0,309500.0,312000.0,345470,005490
2025-07-10,315500.0,318000.0,309500.0,314500.0,515384,005490
2025-07-11,318000.0,330000.0,316000.0,321000.0,638710,005490
2025-07-14,323000.0,323000.0,314500.0,321500.0,323036,005490
2025-07-15,319000.0,323000.0,315500.0,321000.0,276462,005490
2025-07-16,317500.0,319500.0,304000.0,305500.0,516090,005490
2025-07-17,307000.0,309500.0,301500.0,307500.0,327730,005490
2025-07-18,312000.0,319000.0,306000.0,311000.0,557426,005490
2025-07-21,310000.0,329500.0,308500.0,327000.0,569061,005490
2025-07-22,332000.0,333000.0,318000.0,323000.0,412371,005490
2025-07-23,330000.0,342000.0,329000.0,335000.0,768304,005490
2025-07-24,333000.0,337000.0,330500.0,334000.0,361085,005490
2025-07-25,332000.0,335500.0,327500.0,332500.0,275438,005490
2025-07-28,330000.0,335000.0,317500.0,323000.0,419489,005490
2025-07-29,315000.0,317500.0,308500.0,316500.0,345233,005490
2025-07-30,315000.0,316500.0,310500.0,313000.0,367521,005490
2025-07-31,320000.0,323500.0,305000.0,308500.0,330485,005490
2025-08-01,302500.0,306000.0,290000.0,290500.0,502029,005490
2025-08-04,290500.0,293000.0,286500.0,290000.0,259649,005490
2025-08-05,294500.0,299000.0,293000.0,298000.0,294181,005490
2025-08-06,294500.0,301000.0,294500.0,298500.0,201338,005490
2025-08-07,299000.0,299000.0,294000.0,297500.0,213210,005490
2025-08-08,296500.0,298000.0,293000.0,295500.0,283862,005490
2025-08-11,298000.0,309500.0,298000.0,306500.0,424075,005490
2025-08-12,305000.0,309500.0,302500.0,306000.0,179650,005490
