date,open,high,low,close,volume,code
2025-06-09,2815.0,2875.0,2800.0,2870.0,195063,294630
2025-06-10,2870.0,2915.0,2855.0,2905.0,182699,294630
2025-06-11,2905.0,2915.0,2860.0,2900.0,87681,294630
2025-06-12,2900.0,3130.0,2880.0,3005.0,1027738,294630
2025-06-13,3400.0,3400.0,2970.0,3045.0,1715680,294630
2025-06-16,3045.0,3130.0,2920.0,2985.0,379324,294630
2025-06-17,2985.0,3060.0,2785.0,2970.0,243185,294630
2025-06-18,2935.0,2995.0,2920.0,2920.0,129364,294630
2025-06-19,2920.0,2945.0,2875.0,2920.0,134282,294630
2025-06-20,2920.0,2975.0,2910.0,2930.0,116998,294630
2025-06-23,2950.0,3055.0,2885.0,2970.0,264773,294630
2025-06-24,2980.0,3085.0,2970.0,3030.0,271222,294630
2025-06-25,3030.0,3070.0,3010.0,3015.0,165948,294630
2025-06-26,3015.0,3040.0,2940.0,2960.0,144839,294630
2025-06-27,2970.0,3000.0,2910.0,2910.0,89046,294630
2025-06-30,2970.0,2980.0,2900.0,2925.0,96165,294630
2025-07-01,2925.0,3170.0,2900.0,2940.0,681242,294630
2025-07-02,2935.0,2955.0,2880.0,2935.0,176149,294630
2025-07-03,2935.0,2995.0,2935.0,2965.0,126040,294630
2025-07-04,2915.0,2982.0,2915.0,2960.0,99104,294630
2025-07-07,2960.0,2985.0,2935.0,2960.0,90165,294630
2025-07-08,2960.0,3100.0,2940.0,2990.0,202104,294630
2025-07-09,2995.0,3115.0,2980.0,3065.0,383234,294630
2025-07-10,3100.0,3100.0,2985.0,3005.0,199007,294630
2025-07-11,3045.0,3105.0,2985.0,3010.0,319637,294630
2025-07-14,3010.0,3045.0,3000.0,3005.0,112875,294630
2025-07-15,2980.0,3040.0,2970.0,2995.0,111273,294630
2025-07-16,3000.0,3000.0,2940.0,2945.0,104644,294630
2025-07-17,2980.0,2980.0,2935.0,2935.0,98494,294630
2025-07-18,2940.0,2985.0,2940.0,2970.0,84490,294630
2025-07-21,3000.0,3125.0,2985.0,3020.0,346806,294630
2025-07-22,3040.0,3040.0,2940.0,2970.0,122779,294630
2025-07-23,2970.0,2970.0,2910.0,2930.0,122722,294630
2025-07-24,2935.0,2965.0,2895.0,2900.0,126537,294630
2025-07-25,2900.0,2940.0,2885.0,2915.0,91211,294630
2025-07-28,2915.0,2920.0,2865.0,2890.0,125750,294630
2025-07-29,2880.0,2915.0,2840.0,2890.0,75709,294630
2025-07-30,2940.0,2940.0,2860.0,2885.0,90905,294630
2025-07-31,2880.0,2895.0,2850.0,2875.0,93021,294630
2025-08-01,2875.0,2895.0,2775.0,2785.0,142690,294630
2025-08-04,2785.0,2840.0,2745.0,2840.0,103637,294630
2025-08-05,2840.0,2975.0,2835.0,2865.0,91908,294630
2025-08-06,2865.0,2890.0,2845.0,2865.0,49552,294630
2025-08-07,2835.0,2900.0,2820.0,2900.0,96390,294630
2025-08-08,2885.0,2925.0,2855.0,2890.0,94706,294630
2025-08-11,2880.0,3000.0,2850.0,2925.0,189891,294630
2025-08-12,2925.0,2960.0,2890.0,2900.0,107924,294630
2025-08-13,2935.0,2935.0,2865.0,2900.0,74177,294630
2025-08-14,2960.0,2960.0,2855.0,2890.0,67314,294630
2025-08-18,2890.0,2890.0,2820.0,2820.0,66822,294630
2025-08-19,2810.0,2835.0,2745.0,2750.0,121873,294630
2025-08-20,2725.0,2750.0,2655.0,2690.0,117633,294630
2025-08-21,2700.0,2760.0,2690.0,2710.0,54750,294630
2025-08-22,2700.0,2735.0,2685.0,2710.0,58131,294630
2025-08-25,2750.0,2780.0,2715.0,2735.0,67109,294630
2025-08-26,2735.0,2770.0,2700.0,2710.0,36640,294630
2025-08-27,2710.0,2775.0,2700.0,2705.0,45729,294630
2025-08-28,2740.0,2740.0,2650.0,2680.0,101799,294630
2025-08-29,2680.0,2790.0,2640.0,2750.0,215079,294630
2025-09-01,2745.0,3575.0,2740.0,3315.0,16229829,294630
2025-09-02,3290.0,3340.0,2985.0,3030.0,4559777,294630
2025-09-03,3135.0,3510.0,3120.0,3255.0,10421860,294630
2025-09-04,3255.0,3370.0,3130.0,3180.0,2178923,294630
2025-09-05,3180.0,3330.0,3045.0,3055.0,1440407,294630
2025-09-08,3055.0,3090.0,3005.0,3030.0,543591,294630
2025-09-09,3040.0,3065.0,2955.0,3000.0,583008,294630
2025-09-10,3000.0,3030.0,2970.0,2995.0,394669,294630
2025-09-11,3010.0,3020.0,2955.0,2970.0,321720,294630
2025-09-12,2970.0,3005.0,2950.0,3000.0,302881,294630
2025-09-15,3000.0,3010.0,2940.0,2945.0,308200,294630
2025-09-16,2950.0,2970.0,2925.0,2925.0,214543,294630
2025-09-17,2925.0,2960.0,2880.0,2955.0,221708,294630
2025-09-18,2975.0,3010.0,2935.0,2950.0,360887,294630
2025-09-22,2945.0,2975.0,2900.0,2905.0,240877,294630
2025-09-23,2900.0,2925.0,2870.0,2910.0,213138,294630
2025-09-24,2905.0,2920.0,2825.0,2835.0,278580,294630
2025-09-25,2880.0,2905.0,2820.0,2830.0,131765,294630
2025-09-26,2830.0,2830.0,2755.0,2755.0,224158,294630
2025-09-29,2755.0,2805.0,2755.0,2775.0,144963,294630
2025-09-30,2775.0,2795.0,2735.0,2735.0,147674,294630
2025-10-01,2735.0,2775.0,2710.0,2710.0,142799,294630
2025-10-02,2715.0,2790.0,2715.0,2760.0,116899,294630
2025-10-10,2820.0,2855.0,2755.0,2790.0,230697,294630
2025-10-13,2765.0,2910.0,2680.0,2805.0,213831,294630
2025-10-14,2810.0,2880.0,2720.0,2785.0,292595,294630
