date,open,high,low,close,volume,code
2025-06-09,6910.0,6990.0,6800.0,6890.0,16118,311320
2025-06-10,6910.0,6990.0,6880.0,6890.0,7598,311320
2025-06-11,6970.0,7000.0,6910.0,6920.0,18528,311320
2025-06-12,6990.0,6990.0,6930.0,6990.0,7293,311320
2025-06-13,7020.0,7020.0,6640.0,6680.0,25493,311320
2025-06-16,6700.0,6770.0,6500.0,6720.0,12111,311320
2025-06-17,6800.0,6910.0,6680.0,6840.0,14031,311320
2025-06-18,6810.0,6930.0,6610.0,6910.0,21783,311320
2025-06-19,6920.0,6990.0,6800.0,6860.0,10576,311320
2025-06-20,6960.0,6990.0,6790.0,6820.0,9243,311320
2025-06-23,6960.0,6960.0,6610.0,6670.0,30869,311320
2025-06-24,6680.0,6930.0,6670.0,6860.0,8900,311320
2025-06-25,6870.0,7010.0,6850.0,6950.0,10776,311320
2025-06-26,6950.0,7000.0,6760.0,6800.0,13005,311320
2025-06-27,6800.0,6840.0,6680.0,6700.0,7016,311320
2025-06-30,6800.0,6800.0,6590.0,6700.0,6503,311320
2025-07-01,6700.0,6760.0,6590.0,6660.0,13467,311320
2025-07-02,6660.0,6700.0,6510.0,6630.0,18685,311320
2025-07-03,6630.0,6800.0,6600.0,6790.0,19120,311320
2025-07-04,6780.0,6790.0,6600.0,6690.0,15557,311320
2025-07-07,6690.0,6730.0,6600.0,6600.0,16911,311320
2025-07-08,6600.0,6620.0,6540.0,6610.0,13025,311320
2025-07-09,6660.0,6660.0,6540.0,6580.0,7897,311320
2025-07-10,6530.0,6630.0,6530.0,6560.0,11396,311320
2025-07-11,6610.0,6700.0,6540.0,6610.0,11368,311320
2025-07-14,6580.0,6720.0,6580.0,6620.0,11752,311320
2025-07-15,6720.0,6770.0,6540.0,6750.0,16731,311320
2025-07-16,6740.0,6790.0,6660.0,6790.0,14643,311320
2025-07-17,6800.0,6810.0,6640.0,6740.0,24664,311320
2025-07-18,6740.0,6790.0,6650.0,6700.0,10979,311320
2025-07-21,6710.0,6770.0,6660.0,6720.0,14998,311320
2025-07-22,6660.0,6800.0,6650.0,6700.0,10138,311320
2025-07-23,6700.0,6770.0,6590.0,6680.0,11189,311320
2025-07-24,6720.0,6790.0,6530.0,6530.0,30048,311320
2025-07-25,6530.0,6700.0,6510.0,6510.0,19797,311320
2025-07-28,6510.0,6570.0,6480.0,6560.0,18493,311320
2025-07-29,6520.0,6610.0,6470.0,6520.0,14101,311320
2025-07-30,6600.0,6670.0,6460.0,6630.0,8212,311320
2025-07-31,6650.0,6650.0,6500.0,6600.0,11369,311320
2025-08-01,6630.0,6630.0,6440.0,6500.0,15557,311320
2025-08-04,6540.0,6600.0,6400.0,6480.0,21842,311320
2025-08-05,6480.0,6570.0,6450.0,6500.0,7171,311320
2025-08-06,6510.0,6510.0,6390.0,6420.0,12830,311320
2025-08-07,6480.0,6540.0,6420.0,6470.0,4456,311320
2025-08-08,6470.0,7830.0,6370.0,6770.0,4383332,311320
2025-08-11,6790.0,7040.0,6770.0,6770.0,332242,311320
2025-08-12,6750.0,7160.0,6710.0,6720.0,502264,311320
2025-08-13,6790.0,6990.0,6690.0,6920.0,149347,311320
2025-08-14,6920.0,6950.0,6720.0,6730.0,107391,311320
2025-08-18,6730.0,6740.0,6550.0,6580.0,63764,311320
2025-08-19,6590.0,6700.0,6520.0,6560.0,33965,311320
2025-08-20,6530.0,6600.0,6360.0,6500.0,60537,311320
