date,open,high,low,close,volume,code
2025-06-09,2995.0,3160.0,2995.0,3155.0,10469182,006340
2025-06-10,3325.0,3330.0,3067.0,3090.0,7084594,006340
2025-06-11,3100.0,3155.0,3080.0,3125.0,2740116,006340
2025-06-12,3170.0,3210.0,3090.0,3090.0,2766903,006340
2025-06-13,3100.0,3110.0,2980.0,3005.0,2000423,006340
2025-06-16,2975.0,3250.0,2970.0,3135.0,7402545,006340
2025-06-17,3185.0,3220.0,3055.0,3085.0,3307149,006340
2025-06-18,3085.0,3115.0,3035.0,3050.0,1459897,006340
2025-06-19,3075.0,3080.0,3010.0,3055.0,1443514,006340
2025-06-20,3155.0,3180.0,3060.0,3070.0,2611913,006340
2025-06-23,3010.0,3110.0,2995.0,3095.0,1992877,006340
2025-06-24,3145.0,3155.0,3080.0,3105.0,2341944,006340
2025-06-25,3115.0,3165.0,3055.0,3080.0,1615797,006340
2025-06-26,3100.0,3100.0,2955.0,3015.0,1406399,006340
2025-06-27,3030.0,3080.0,2990.0,3005.0,1267310,006340
2025-06-30,3050.0,3130.0,3025.0,3065.0,1792278,006340
2025-07-01,3155.0,3310.0,3115.0,3190.0,11965250,006340
2025-07-02,3200.0,3205.0,3060.0,3130.0,2417873,006340
2025-07-03,3140.0,3145.0,3080.0,3095.0,1260382,006340
2025-07-04,3130.0,3130.0,3050.0,3050.0,1169008,006340
2025-07-07,3020.0,3070.0,3010.0,3035.0,760022,006340
2025-07-08,3020.0,3075.0,3010.0,3060.0,717070,006340
2025-07-09,3140.0,3165.0,3065.0,3065.0,2150405,006340
2025-07-10,3080.0,3085.0,3040.0,3045.0,882543,006340
2025-07-11,3050.0,3070.0,3030.0,3035.0,693376,006340
2025-07-14,3025.0,3035.0,2965.0,2990.0,1112012,006340
2025-07-15,3020.0,3050.0,3005.0,3035.0,1005793,006340
2025-07-16,3050.0,3055.0,2985.0,3005.0,908219,006340
2025-07-17,3020.0,3025.0,2960.0,2980.0,708899,006340
2025-07-18,2995.0,3020.0,2940.0,2950.0,849954,006340
2025-07-21,2930.0,2960.0,2910.0,2960.0,520596,006340
2025-07-22,2960.0,2975.0,2900.0,2905.0,683246,006340
2025-07-23,2925.0,2955.0,2900.0,2915.0,614339,006340
2025-07-24,2930.0,2955.0,2840.0,2845.0,1034041,006340
2025-07-25,2845.0,2885.0,2825.0,2840.0,499172,006340
2025-07-28,2855.0,2895.0,2850.0,2870.0,517411,006340
2025-07-29,2870.0,2885.0,2815.0,2855.0,443177,006340
2025-07-30,2855.0,2905.0,2850.0,2890.0,461462,006340
2025-07-31,2910.0,2945.0,2875.0,2925.0,689914,006340
2025-08-01,2925.0,2930.0,2835.0,2875.0,571724,006340
2025-08-04,2850.0,2950.0,2850.0,2925.0,825039,006340
2025-08-05,2955.0,2990.0,2940.0,2980.0,942914,006340
2025-08-06,2980.0,3025.0,2955.0,3020.0,1043279,006340
2025-08-07,3030.0,3100.0,2985.0,3080.0,2209039,006340
2025-08-08,3085.0,3095.0,3050.0,3070.0,976025,006340
2025-08-11,3135.0,3185.0,3070.0,3155.0,3712713,006340
2025-08-12,3210.0,3580.0,3165.0,3190.0,37056657,006340
2025-08-13,3225.0,3285.0,3110.0,3185.0,3758358,006340
2025-08-14,3175.0,3180.0,3110.0,3125.0,2207431,006340
2025-08-18,3080.0,3140.0,3080.0,3100.0,1255348,006340
2025-08-19,3090.0,3100.0,3015.0,3020.0,1358050,006340
2025-08-20,2955.0,2995.0,2880.0,2915.0,1562108,006340
2025-08-21,2920.0,2970.0,2885.0,2885.0,1612982,006340
2025-08-22,2890.0,3020.0,2890.0,2900.0,1688711,006340
2025-08-25,2935.0,2960.0,2895.0,2895.0,851580,006340
2025-08-26,2905.0,2910.0,2870.0,2880.0,963059,006340
2025-08-27,2910.0,2920.0,2870.0,2875.0,777919,006340
2025-08-28,2870.0,2885.0,2845.0,2880.0,437446,006340
2025-08-29,2890.0,2900.0,2830.0,2830.0,778321,006340
2025-09-01,2830.0,2835.0,2770.0,2780.0,868185,006340
2025-09-02,2820.0,2820.0,2770.0,2785.0,401034,006340
2025-09-03,2775.0,2820.0,2765.0,2770.0,502397,006340
2025-09-04,2775.0,2800.0,2770.0,2790.0,372221,006340
2025-09-05,2790.0,2835.0,2790.0,2795.0,454615,006340
2025-09-08,2795.0,2815.0,2775.0,2805.0,378238,006340
2025-09-09,2810.0,2865.0,2795.0,2840.0,730416,006340
2025-09-10,2850.0,2905.0,2845.0,2900.0,1263924,006340
2025-09-11,2925.0,2990.0,2905.0,2990.0,1985155,006340
2025-09-12,2970.0,2970.0,2930.0,2970.0,1263178,006340
2025-09-15,2970.0,2995.0,2940.0,2985.0,914950,006340
2025-09-16,2980.0,3060.0,2970.0,3030.0,1869611,006340
2025-09-17,3030.0,3035.0,2970.0,2975.0,595067,006340
2025-09-18,2980.0,3015.0,2975.0,2995.0,587272,006340
2025-09-22,2985.0,3040.0,2980.0,2980.0,644821,006340
2025-09-23,2995.0,3085.0,2995.0,3010.0,1048331,006340
2025-09-24,3035.0,3050.0,2980.0,3030.0,798434,006340
2025-09-25,3035.0,3040.0,2990.0,2995.0,491899,006340
2025-09-26,2990.0,2995.0,2885.0,2905.0,852044,006340
2025-09-29,2905.0,2935.0,2900.0,2910.0,464645,006340
2025-09-30,2910.0,2945.0,2890.0,2920.0,664158,006340
2025-10-01,2925.0,2955.0,2895.0,2900.0,448709,006340
2025-10-02,2910.0,3015.0,2910.0,3010.0,1184748,006340
2025-10-10,3040.0,3235.0,3020.0,3215.0,6429697,006340
2025-10-13,3180.0,3345.0,3105.0,3260.0,8225887,006340
2025-10-14,3290.0,3325.0,3130.0,3180.0,3866681,006340
2025-10-15,3230.0,3320.0,3190.0,3315.0,3498924,006340
2025-10-16,3350.0,3355.0,3190.0,3205.0,2675377,006340
2025-10-17,3170.0,3220.0,3105.0,3115.0,1631846,006340
2025-10-20,3120.0,3165.0,3060.0,3140.0,1071272,006340
2025-10-21,3150.0,3165.0,3050.0,3080.0,1307206,006340
2025-10-22,3085.0,3110.0,3025.0,3090.0,838576,006340
2025-10-23,3075.0,3200.0,3055.0,3110.0,1918546,006340
2025-10-24,3190.0,3265.0,3120.0,3175.0,3242701,006340
2025-10-27,3205.0,3265.0,3160.0,3180.0,1845447,006340
2025-10-28,3220.0,3445.0,3150.0,3165.0,8295141,006340
2025-10-29,3205.0,3615.0,3205.0,3525.0,30808334,006340
2025-10-30,3610.0,3845.0,3510.0,3640.0,25699574,006340
2025-10-31,3685.0,3935.0,3570.0,3650.0,26767514,006340
2025-11-03,3825.0,4515.0,3780.0,4220.0,58746423,006340
2025-11-04,4340.0,4460.0,4165.0,4255.0,22592769,006340
2025-11-05,4060.0,4335.0,3910.0,4225.0,16659701,006340
2025-11-06,4310.0,4315.0,3880.0,3890.0,8447481,006340
2025-11-07,3760.0,4155.0,3750.0,3985.0,9931504,006340
2025-11-10,4000.0,4120.0,3880.0,4040.0,4642183,006340
2025-11-11,4095.0,4165.0,3855.0,3925.0,6298793,006340
2025-11-12,3925.0,4115.0,3860.0,3955.0,4723038,006340
2025-11-13,3955.0,3960.0,3770.0,3800.0,5301792,006340
2025-11-14,3700.0,3745.0,3570.0,3600.0,3681629,006340
2025-11-17,3655.0,3760.0,3575.0,3605.0,2712489,006340
2025-11-18,3580.0,3680.0,3350.0,3375.0,3893941,006340
2025-11-19,3380.0,3410.0,3285.0,3340.0,2606136,006340
2025-11-20,3395.0,4190.0,3395.0,3940.0,45321814,006340
2025-11-21,3780.0,3935.0,3765.0,3820.0,7297370,006340
2025-11-24,3870.0,3870.0,3645.0,3645.0,4921815,006340
2025-11-25,3700.0,3850.0,3620.0,3630.0,6497427,006340
2025-11-26,3660.0,3845.0,3650.0,3780.0,5308549,006340
2025-11-27,3830.0,4045.0,3785.0,3920.0,9675147,006340
2025-11-28,3980.0,4085.0,3930.0,4010.0,7196531,006340
2025-12-01,4035.0,4040.0,3715.0,3720.0,6628898,006340
2025-12-02,3720.0,3865.0,3720.0,3840.0,4576603,006340
2025-12-03,3850.0,3865.0,3715.0,3790.0,3173138,006340
2025-12-04,3790.0,3800.0,3650.0,3665.0,2931324,006340
2025-12-05,3675.0,3720.0,3640.0,3670.0,1919582,006340
2025-12-08,3675.0,3680.0,3605.0,3620.0,1783592,006340
2025-12-09,3605.0,3630.0,3550.0,3595.0,2207108,006340
2025-12-10,3615.0,3625.0,3540.0,3540.0,1388463,006340
