date,open,high,low,close,volume,code
2025-06-09,6176.66650390625,6176.66650390625,5806.66650390625,6040.0,247698,458870
2025-06-10,6043.33349609375,6073.33349609375,5906.66650390625,6046.66650390625,270789,458870
2025-06-11,6140.0,6540.0,6036.66650390625,6483.33349609375,382506,458870
2025-06-12,6483.33349609375,6600.0,6363.33349609375,6533.33349609375,163134,458870
2025-06-13,6470.0,6616.66650390625,6070.0,6616.66650390625,283620,458870
2025-06-16,6666.66650390625,6933.33349609375,6530.0,6916.66650390625,384390,458870
2025-06-17,6916.66650390625,7000.0,6433.33349609375,6750.0,241725,458870
2025-06-18,6900.0,7000.0,6666.66650390625,6800.0,181518,458870
2025-06-19,6850.0,7033.33349609375,6700.0,6816.66650390625,193047,458870
2025-06-20,6916.66650390625,7166.66650390625,6800.0,7116.66650390625,376095,458870
2025-06-23,7100.0,7533.33349609375,6883.33349609375,7533.33349609375,571647,458870
2025-06-24,7733.33349609375,8016.66650390625,7350.0,7933.33349609375,573378,458870
2025-06-25,7866.66650390625,8066.66650390625,7400.0,7783.33349609375,381357,458870
2025-06-26,8000.0,8100.0,7666.66650390625,7933.33349609375,303006,458870
2025-06-27,8000.0,8050.0,7750.0,7933.33349609375,229575,458870
2025-06-30,7883.33349609375,8483.3330078125,7766.66650390625,8266.6669921875,404178,458870
2025-07-01,8266.6669921875,8600.0,8133.33349609375,8500.0,567087,458870
2025-07-02,8500.0,8866.6669921875,8450.0,8850.0,570456,458870
2025-07-03,8916.6669921875,9650.0,8833.3330078125,9300.0,913794,458870
2025-07-04,9300.0,9783.3330078125,9300.0,9550.0,793326,458870
2025-07-07,9600.0,9833.3330078125,8683.3330078125,9366.6669921875,601137,458870
2025-07-08,9250.0,9833.3330078125,9250.0,9700.0,469068,458870
2025-07-09,9933.3330078125,9950.0,9566.6669921875,9666.6669921875,199143,458870
2025-07-10,9683.3330078125,9866.6669921875,9183.3330078125,9533.3330078125,492225,458870
2025-07-11,9533.3330078125,10283.3330078125,9533.3330078125,10183.3330078125,530139,458870
