date,open,high,low,close,volume,code
2025-06-09,3855.0,4150.0,3805.0,3825.0,3385211,000680
2025-06-10,3870.0,3970.0,3730.0,3755.0,738934,000680
2025-06-11,3770.0,3830.0,3720.0,3805.0,366663,000680
2025-06-12,3810.0,3925.0,3800.0,3815.0,587432,000680
2025-06-13,3815.0,3840.0,3720.0,3725.0,355303,000680
2025-06-16,3695.0,3855.0,3645.0,3850.0,389351,000680
2025-06-17,3855.0,4040.0,3800.0,3910.0,1233899,000680
2025-06-18,3875.0,3925.0,3850.0,3860.0,461468,000680
2025-06-19,3860.0,3920.0,3785.0,3910.0,384328,000680
2025-06-20,3910.0,4010.0,3825.0,3860.0,438005,000680
2025-06-23,3825.0,4110.0,3755.0,3900.0,1554301,000680
2025-06-24,4055.0,4270.0,3940.0,3965.0,3268587,000680
2025-06-25,3965.0,3990.0,3850.0,3860.0,516535,000680
2025-06-26,3860.0,3915.0,3805.0,3850.0,556966,000680
2025-06-27,3830.0,3935.0,3815.0,3915.0,469823,000680
2025-06-30,3945.0,4095.0,3910.0,4060.0,909177,000680
2025-07-01,4095.0,4755.0,4050.0,4410.0,10282359,000680
2025-07-02,4430.0,4435.0,4085.0,4145.0,1371031,000680
2025-07-03,4145.0,4180.0,4010.0,4015.0,745117,000680
2025-07-04,4020.0,4100.0,3870.0,3895.0,578873,000680
2025-07-07,3940.0,3940.0,3845.0,3900.0,330383,000680
2025-07-08,3875.0,4000.0,3860.0,3995.0,353361,000680
2025-07-09,4035.0,4117.0,3980.0,4025.0,593695,000680
2025-07-10,4045.0,4135.0,4010.0,4100.0,345946,000680
2025-07-11,4130.0,4225.0,4065.0,4150.0,528556,000680
2025-07-14,4140.0,4185.0,4050.0,4090.0,294292,000680
2025-07-15,4100.0,4160.0,4050.0,4145.0,312299,000680
2025-07-16,4145.0,4145.0,4050.0,4075.0,297687,000680
2025-07-17,4105.0,4140.0,4025.0,4060.0,225535,000680
2025-07-18,4085.0,4155.0,3980.0,4085.0,352194,000680
2025-07-21,4095.0,4095.0,3980.0,4000.0,291308,000680
2025-07-22,4010.0,4075.0,3870.0,3935.0,536011,000680
2025-07-23,3970.0,3970.0,3865.0,3925.0,199537,000680
2025-07-24,3925.0,3980.0,3895.0,3910.0,174794,000680
2025-07-25,3910.0,3955.0,3850.0,3930.0,219706,000680
2025-07-28,3915.0,4000.0,3845.0,3895.0,190721,000680
2025-07-29,3870.0,4000.0,3860.0,3885.0,126149,000680
2025-07-30,3880.0,3910.0,3840.0,3850.0,154807,000680
2025-07-31,3860.0,4010.0,3860.0,3915.0,279864,000680
2025-08-01,3910.0,3935.0,3670.0,3715.0,510565,000680
2025-08-04,3670.0,3895.0,3670.0,3815.0,190448,000680
2025-08-05,3795.0,4040.0,3795.0,3935.0,482790,000680
2025-08-06,3915.0,4055.0,3890.0,4030.0,383589,000680
2025-08-07,4050.0,4095.0,4015.0,4080.0,286011,000680
2025-08-08,4080.0,4125.0,4035.0,4045.0,245058,000680
2025-08-11,4060.0,4130.0,4020.0,4050.0,352538,000680
2025-08-12,4095.0,4150.0,3990.0,3995.0,374758,000680
2025-08-13,4000.0,4055.0,3935.0,3970.0,221200,000680
2025-08-14,4000.0,4040.0,3945.0,3945.0,183463,000680
2025-08-18,4090.0,4430.0,3995.0,4245.0,2979281,000680
2025-08-19,4205.0,4305.0,4130.0,4200.0,482082,000680
2025-08-20,4165.0,4175.0,4030.0,4150.0,436068,000680
2025-08-21,4110.0,4175.0,4050.0,4080.0,271907,000680
2025-08-22,4050.0,4190.0,4050.0,4115.0,253839,000680
2025-08-25,4145.0,4170.0,4095.0,4110.0,213450,000680
2025-08-26,4105.0,4145.0,4040.0,4045.0,188862,000680
2025-08-27,4045.0,4065.0,3975.0,3995.0,192350,000680
2025-08-28,3995.0,4140.0,3955.0,4125.0,269210,000680
2025-08-29,4145.0,4145.0,4035.0,4060.0,132947,000680
2025-09-01,4055.0,4055.0,3990.0,4020.0,181379,000680
2025-09-02,4050.0,4075.0,3930.0,3990.0,285096,000680
2025-09-03,3970.0,4040.0,3910.0,3945.0,212721,000680
2025-09-04,3955.0,4010.0,3945.0,3975.0,74235,000680
