stock_code,prev_close
209640,5460.0
147830,7430.0
083500,18310.0
125210,8960.0
067280,25200.0
293580,1562.0
285490,14000.0
140670,11490.0
334970,1889.0
331920,15170.0
053080,11220.0
260970,50600.0
267320,2535.0
005990,10980.0
105330,9170.0
054800,13960.0
187790,4685.0
220260,4560.0
001540,11080.0
259630,11730.0
047310,3905.0
321370,2760.0
222040,6900.0
234690,7940.0
282880,12230.0
115500,11780.0
293780,5120.0
289080,2365.0
036010,10660.0
073010,3490.0
204610,2460.0
038290,12940.0
264660,14470.0
049720,9730.0
299030,17470.0
0117P0,9590.0
289930,10670.0
066430,3430.0
095700,3020.0
023600,8520.0
142210,6770.0
039560,3175.0
037350,8990.0
221800,8260.0
041440,7590.0
166480,2530.0
021080,2785.0
005160,2445.0
086890,3230.0
269620,889.0
408920,3030.0
037030,5200.0
032940,7200.0
108230,3470.0
013990,3980.0
163730,14090.0
069510,11990.0
037070,6500.0
307750,2440.0
056090,1250.0
256940,6300.0
217270,2745.0
240550,6110.0
297890,1745.0
469610,14230.0
263860,14000.0
136540,10360.0
205500,2090.0
017510,8290.0
101170,9360.0
036690,2885.0
059120,6940.0
115310,7760.0
036630,12310.0
067990,4235.0
148150,3515.0
158430,5020.0
101970,8270.0
0011A0,13290.0
340450,5200.0
300080,7540.0
080420,1529.0
003100,18390.0
122450,2750.0
205100,1723.0
0017J0,3870.0
306620,2500.0
453450,15020.0
095190,1875.0
089600,10280.0
336680,3020.0
090850,5240.0
396300,4465.0
297090,4325.0
323990,5090.0
192410,4730.0
088130,6650.0
263720,9330.0
452190,4930.0
149980,5550.0
027710,1045.0
474610,8180.0
333430,3835.0
047560,9980.0
310200,2240.0
054920,4080.0
008830,12980.0
041520,9550.0
041590,2370.0
156100,5230.0
290740,11570.0
950190,8960.0
006620,4020.0
013310,2950.0
212560,9700.0
235980,3410.0
063570,3365.0
290720,3215.0
068790,5070.0
054050,7140.0
123040,1845.0
339950,2515.0
067900,6270.0
950250,3200.0
228850,6860.0
049520,3640.0
053700,4440.0
062970,1957.0
018120,16910.0
475230,10370.0
051160,7170.0
307930,7130.0
172670,12560.0
234030,4630.0
322180,5260.0
396270,3375.0
417500,3395.0
214680,1310.0
203400,1233.0
338220,7830.0
054540,8510.0
040300,2295.0
323350,14610.0
073560,1579.0
322510,4290.0
052260,3635.0
093640,3325.0
071280,7060.0
009780,6160.0
052900,1462.0
255440,8280.0
357580,9300.0
074430,1214.0
381620,8180.0
489460,7080.0
475580,7850.0
078890,5700.0
366030,4735.0
021320,4935.0
396470,6590.0
115440,9700.0
382840,6860.0
0004V0,9950.0
086960,2470.0
002230,5600.0
365330,2085.0
141000,8710.0
104460,9880.0
038540,1900.0
040160,8780.0
107600,18390.0
044990,13280.0
309960,4475.0
215100,5020.0
099750,7470.0
250060,3200.0
451220,13070.0
047770,2650.0
039340,4695.0
131030,5790.0
035080,8900.0
337930,3425.0
109610,2065.0
059210,3700.0
065450,3430.0
005860,2555.0
330730,5450.0
246720,6070.0
217820,2140.0
246710,2130.0
049950,11400.0
096240,9180.0
225190,1409.0
182360,6360.0
457370,12090.0
090470,5420.0
000440,15700.0
120240,13560.0
094840,10080.0
066790,1493.0
223250,3930.0
068240,2530.0
493330,12450.0
025950,11660.0
173130,7440.0
389030,2880.0
352090,3580.0
212710,10150.0
487580,3865.0
023900,7530.0
360070,11770.0
048550,983.0
032300,8650.0
085670,3900.0
