ticker,name,total_score,judge,tech_score,rsi,rsi_score,ma_align,ma_score,vol_ratio,vol_score,news_score,investor_score,theme_score,fetch_date,fetched_at
005935,삼성전자우,20,WATCH_ONLY,20,56.29,5,정배열,15,0.98,0,0,0,0,20260520,2026-05-20 15:50:24
498390,한화플러스제5호스팩,20,WATCH_ONLY,20,53.2,5,정배열,15,0.06,0,0,0,0,20260520,2026-05-20 15:50:24
009155,삼성전기우,20,WATCH_ONLY,20,67.69,5,정배열,15,0.82,0,0,0,0,20260520,2026-05-20 15:50:24
212560,네오오토,20,WATCH_ONLY,20,68.01,5,정배열,15,0.44,0,0,0,0,20260520,2026-05-20 15:50:24
142210,유니트론텍,20,WATCH_ONLY,20,53.5,5,정배열,15,0.41,0,0,0,0,20260520,2026-05-20 15:50:24
396300,세아메카닉스,20,WATCH_ONLY,20,50.72,5,정배열,15,0.32,0,0,0,0,20260520,2026-05-20 15:50:24
041520,이엘씨,20,WATCH_ONLY,20,57.69,5,정배열,15,0.19,0,0,0,0,20260520,2026-05-20 15:50:24
192410,오늘이엔엠,20,WATCH_ONLY,20,52.38,5,정배열,15,0.38,0,0,0,0,20260520,2026-05-20 15:50:24
172670,에이엘티,20,WATCH_ONLY,20,52.29,5,정배열,15,0.44,0,0,0,0,20260520,2026-05-20 15:50:24
357230,에이치피오,20,WATCH_ONLY,20,50.42,5,정배열,15,0.21,0,0,0,0,20260520,2026-05-20 15:50:24
227610,아우딘퓨쳐스,20,WATCH_ONLY,20,60.78,5,정배열,15,0.0,0,0,0,0,20260520,2026-05-20 15:50:24
307950,현대오토에버,20,WATCH_ONLY,20,54.78,5,정배열,15,0.72,0,0,0,0,20260520,2026-05-20 15:50:24
018620,우진비앤지,20,WATCH_ONLY,20,54.66,5,정배열,15,0.0,0,0,0,0,20260520,2026-05-20 15:50:24
137940,넥스트아이,20,WATCH_ONLY,20,53.9,5,정배열,15,0.0,0,0,0,0,20260520,2026-05-20 15:50:24
001460,BYC,20,WATCH_ONLY,20,31.65,10,역/혼합,0,2.4,10,0,0,0,20260520,2026-05-20 15:50:24
036420,콘텐트리중앙,20,WATCH_ONLY,20,46.56,10,역/혼합,0,3.5,10,0,0,0,20260520,2026-05-20 15:50:24
001020,페이퍼코리아,20,WATCH_ONLY,20,53.35,5,정배열,15,0.0,0,0,0,0,20260520,2026-05-20 15:50:24
002450,삼익악기,20,WATCH_ONLY,20,66.88,5,정배열,15,0.88,0,0,0,0,20260520,2026-05-20 15:50:24
33626K,두산퓨얼셀1우,20,WATCH_ONLY,20,50.82,5,정배열,15,0.38,0,0,0,0,20260520,2026-05-20 15:50:24
084670,동양고속,20,WATCH_ONLY,20,55.63,5,역/혼합,8,1.82,7,0,0,0,20260520,2026-05-20 15:50:24
469480,IBKS제24호스팩,20,WATCH_ONLY,20,64.66,5,정배열,15,0.39,0,0,0,0,20260520,2026-05-20 15:50:24
